city,institution,kind,likely_ai_pis,basis,homepage,directory_url,retrieved,confidence,notes
Munich,bidt - Bavarian Research Institute for Digital Transformation,other_nonprofit,few,"Director Ute Schmid is a genuine technical AI researcher (explainable AI, though her chair is at Bamberg); co-director Andreas Jungherr is computational social science; ~60-person fellow model",https://www.bidt.digital/en/,https://www.bidt.digital/person-sitemap.xml,2026-08-06,medium,"Institute of the Bavarian Academy of Sciences, Munich-headquartered, but orientation is policy/digital-society not technical ML; most fellows are primarily employed at LMU/TUM/Bamberg/Erlangen and would double-count against those institutions."
Munich,Fraunhofer IIS Munich branch,fraunhofer,few,"Single working group found; LMU collaboration on Data Efficient Automated Learning in Supply Chain Management",https://www.iis.fraunhofer.de/en.html,,2026-08-06,low-medium,Small branch of the Erlangen-HQ institute; applied logistics analytics rather than general AI. Could not resolve a working Munich-site directory URL.
Munich,MPI for Plasma Physics (IPP),max_planck,few,"Probabilistic Data Analysis and Active Learning group (Udo von Toussaint) confirmed; otherwise a physics institute",https://www.ipp.mpg.de/en,https://www.ipp.mpg.de/ippcms/eng/for/bereiche/numerik,2026-08-06,medium,"Garching site. Not a Helmholtz centre despite frequent miscitation. Only one confirmed group, near the none/few boundary."
Munich,Hochschule Weihenstephan-Triesdorf (HSWT),university_of_applied_sciences,few,"Florian Haselbeck, HAW professorship Smart Farming - Artificial Intelligence, HSWT's first dedicated AI professorship (2024)",https://www.hswt.de,,2026-08-06,medium,"Freising site, in scope per the task's Freising/Weihenstephan carve-out. No CS faculty exists; single-PI applied presence only."
Munich,Leibniz Supercomputing Centre (LRZ),other_nonprofit,few,"Big Data und KI service area and ~26 research projects including AI-named ones (e.g. HammerHAI), but no individual PIs or group leaders named anywhere on the site",https://www.lrz.de,https://www.lrz.de/forschung/forschungsprojekte,2026-08-06,low,"Despite its name, LRZ is NOT a Leibniz Association member (confirmed via German Wikipedia and absence from the Leibniz Association's 96-member sitemap); it is an institute of the Bavarian Academy of Sciences. Presents as an HPC infrastructure/service provider rather than a PI-bearing research institute; recommend closer look before counting toward density."
Munich,appliedAI Institute for Europe gGmbH,other_nonprofit,few,"Experts page lists ~10 senior staff, only Janos Gabler (Head of Research and Engineering) carries a research title; publications found were white papers/policy briefs/market reports, no peer-reviewed papers or preprints located",https://www.appliedai-institute.de/en,https://www.appliedai-institute.de/en/participate/experts/,2026-08-06,high,"Confirmed gGmbH, supported by IPAI Foundation gGmbH, subsidiary of appliedAI Initiative GmbH. Dual HQ Heilbronn/Munich. Legally a non-profit, but output reads as transfer/consulting/policy rather than peer-reviewed AI research; realistic independent-PI count is closer to 0-1. Include only if the project's inclusion bar is legal-entity-based rather than publication-based."
Munich,Bauhaus Luftfahrt e.V.,other_nonprofit,few,"Aviation think tank; AI appears as one topic (edge AI for autonomous flight, AI-driven foresight) rather than a research pillar",https://www.bauhaus-luftfahrt.net/en/,https://www.bauhaus-luftfahrt.net/en/facts-figures/,2026-08-06,medium,"Registered e.V. (VR 19179), funded by Airbus/DLR/Liebherr/MTU and the Bavarian state. Taufkirchen site, right at the ~20 km boundary."
Munich,DLR Institute of Software Technology (SC),helmholtz,few,"Lists AI as a key topic and has an Intelligent and Distributed Systems department",https://www.dlr.de/en/sc,,2026-08-06,low,"HQ is Cologne with a footprint across 5 sites including Oberpfaffenhofen; could not determine whether the AI-relevant department is physically located at the Munich-area site. Verify before counting."
Munich,MPI for Extraterrestrial Physics,max_planck,none,No ML-titled group surfaced during the sweep,https://www.mpe.mpg.de/,,2026-08-06,low,"Garching site; checked but not thoroughly, may be an undercount."
Munich,MPI of Quantum Optics,max_planck,none,Tensor-network methods group is ML-adjacent at most; no dedicated ML group found,https://www.mpq.mpg.de/,,2026-08-06,low,Garching site.
Munich,MPI for Physics (Werner-Heisenberg-Institut),max_planck,none,"Zanderighi's Novel Computational Techniques group is the only ML-adjacent candidate found",https://www.mpp.mpg.de/,,2026-08-06,low,Institute has fully relocated from Munich city to Garching.
Munich,MPI for Innovation and Competition,max_planck,none,Institute studies AI as a legal/economic subject rather than using AI as a research method,https://www.ip.mpg.de/,,2026-08-06,medium,Munich city site.
Munich,MPI for Social Law and Social Policy,max_planck,none,No computational/ML research group identified,https://www.mpisoc.mpg.de/,,2026-08-06,medium,Munich city site.
Munich,MPI for Tax Law and Public Finance,max_planck,none,No computational/ML research group identified,https://www.tax.mpg.de/,,2026-08-06,medium,Munich city site.
Munich,DZNE Munich site,helmholtz,none,"~16 groups surveyed, all molecular/clinical; DZNE's AI/HPC-relevant group sits at a different DZNE site, not Munich",https://www.dzne.de/en/about-us/sites/munich,,2026-08-06,medium,Part of the German Center for Neurodegenerative Diseases (Helmholtz).
Munich,ifo Institute - Leibniz Institute for Economic Research,leibniz,none,No computational/ML research group identified; institute uses traditional econometrics,https://www.ifo.de/en,,2026-08-06,medium,Munich city site; included because it is Munich's clearest Leibniz-member candidate.
Berlin,Weierstrass Institute for Applied Analysis and Stochastics (WIAS),leibniz,many,"General knowledge of WIAS's stochastics and statistical-learning-theory groups and MATH+ involvement; live site check failed with repeated timeouts this pass",https://www.wias-berlin.de,https://www.wias-berlin.de/research/rgs/,2026-08-06,medium,Likely the single strongest AI-theory/statistics Leibniz hit in Berlin; recommend a direct manual re-verification since the site could not be fetched.
Berlin,German Rheumatism Research Center Berlin (DRFZ),leibniz,few,"Confirmed Explainable AI for Inflammation group (Dr. Vikram Sunkara) plus an HPC platform lead",https://www.drfz.de,https://www.drfz.de/en/people-at-the-drfz/,2026-08-06,medium-high,Core institute is wet-lab immunology; computational-immunology beachhead only.
Berlin,Museum für Naturkunde Berlin (Leibniz Institute for Evolution and Biodiversity Science),leibniz,few,"Centre for Integrative Biodiversity Discovery (Prof. Rudolf Meier) explicitly combines taxonomy with genomics, robotics and AI",https://www.museumfuernaturkunde.berlin,https://www.museumfuernaturkunde.berlin/en/research/departments/,2026-08-06,medium-high,
Berlin,Leibniz Institute for Zoo and Wildlife Research (IZW),leibniz,few,"Dept. of Ecological Dynamics (Kramer-Schadt) does statistical/dynamical predictive modeling; Sollmann does spatial capture-recapture statistics",https://www.izw-berlin.de,https://www.izw-berlin.de/en/dept6-staff.html,2026-08-06,medium,Computational/statistical ecology; borderline core-AI.
Berlin,Leibniz Institute of Freshwater Ecology and Inland Fisheries (IGB),leibniz,few,"Department-level mentions of omics tools/AI and remote-sensing/modeling; no named PIs confirmed",https://www.igb-berlin.de,https://www.igb-berlin.de/en/departments,2026-08-06,medium,
Berlin,Leibniz-Institut für Molekulare Pharmakologie (FMP),leibniz,few,"Han Sun, Structural Chemistry and Computational Biophysics group",https://leibniz-fmp.de,https://leibniz-fmp.de/research/research-groups-technology-platforms,2026-08-06,medium,Rest of ~21 groups are wet-lab; marginal fit.
Berlin,DIW Berlin (German Institute for Economic Research),leibniz,few,"Site was largely unreachable this pass; rests on general knowledge that applied-econometrics institutes of DIW's profile typically run ML-adjacent nowcasting. SOEP panel infrastructure confirmed, no named ML group confirmed",https://www.diw.de,https://www.diw.de/en/diw_01.c.242173.en/departments.html,2026-08-06,low,Directory URL mostly 404'd this pass; recommend re-check.
Berlin,WZB Berlin Social Science Center,leibniz,none,"Digitalization and Societal Transformation unit studies AI as a social phenomenon, not a computational-methods group",https://www.wzb.eu,https://www.wzb.eu/en/research,2026-08-06,medium,
Berlin,Leibniz-Zentrum Allgemeine Sprachwissenschaft (ZAS),leibniz,none,Theoretical/psycholinguistics only; no NLP found,https://www.leibniz-zas.de,,2026-08-06,medium,
Berlin,Ferdinand-Braun-Institut (FBH),leibniz,none,Photonics/RF hardware institute; no ML group found,https://www.fbh-berlin.de,,2026-08-06,medium,
Berlin,Leibniz-Institut für Kristallzüchtung (IKZ),leibniz,none,Crystal growth institute; no ML framing found,https://www.ikz-berlin.de,,2026-08-06,low,"Thin page, worth a second check."
Berlin,Paul-Drude-Institut (PDI),leibniz,none,Purely experimental semiconductor physics,https://www.pdi-berlin.de,,2026-08-06,low,Own site had TLS errors this pass; cross-checked via Wikipedia only.
Berlin,Max Born Institute (MBI),leibniz,none,"Theory department does computational physics but no explicit ML framing found",https://www.mbi-berlin.de,,2026-08-06,medium,
Berlin,Leibniz-Zentrum für Literatur- und Kulturforschung (ZfL),leibniz,none,Humanities institute; no research group with computational methods,https://www.zfl-berlin.org,,2026-08-06,medium,
Berlin,Leibniz-Zentrum Moderner Orient (ZMO),leibniz,none,Site unreachable this pass; no independent reason to expect AI relevance,https://www.leibniz-zmo.de,,2026-08-06,low,
Berlin,Potsdam Institute for Climate Impact Research (PIK),leibniz,many,"Complexity Science department (Research Domain 4) has a dedicated Artificial Intelligence working group plus sibling groups (Time Series Analysis, Complex Networks, Behavioural Game Theory); Research Domains 1-3 do heavy computational Earth-system modeling",https://www.pik-potsdam.de,https://www.pik-potsdam.de/en/institute/departments/complexity-science,2026-08-06,high,"Confirmed Leibniz member (not Helmholtz, despite a common assumption). Potsdam site is ~25 km from central Berlin, at/beyond the task's ~20 km guidance but included as the strongest Potsdam-area hit found."
Berlin,Leibniz Institute for Astrophysics Potsdam (AIP),leibniz,few,"Research Data Infrastructure group plus general knowledge of astroinformatics/ML-for-astronomy work; specific staff page 404'd this pass",https://www.aip.de,https://www.aip.de/en/research/,2026-08-06,medium,"Potsdam/Babelsberg site, ~26 km; near the distance edge, worth a closer follow-up."
Berlin,Leibniz-Institut für Agrartechnik und Bioökonomie (ATB),leibniz,few,"Data Science in Bioeconomy core area, a Joint Lab KI und DS, and a Fieldlab for Digital Agriculture",https://www.atb-potsdam.de,https://www.atb-potsdam.de/en/research,2026-08-06,medium,"Potsdam-Bornim site, ~28-30 km, beyond the ~20 km guidance but flagged given genuine AI/data-science activity."
Berlin,German Institute of Human Nutrition (DIfE),leibniz,few,Has a department explicitly named Computational Precision Nutrition,https://www.dife.de,https://www.dife.de/en/research/,2026-08-06,medium,"Potsdam-Rehbrücke site, ~27 km."
Berlin,Leibniz Institute for Research on Society and Space (IRS),leibniz,none,Social/human geography institute; no computational methods found,https://leibniz-irs.de,,2026-08-06,medium,"Erkner site, ~20-23 km."
Berlin,Leibniz-Zentrum für Zeithistorische Forschung Potsdam (ZZF),leibniz,none,History institute; digital-publishing activity only,https://zzf-potsdam.de,,2026-08-06,medium,"Potsdam site, ~25 km."
Berlin,Leibniz Institute of Vegetable and Ornamental Crops (IGZ),leibniz,none,"Plausible phenotyping/sensor work but the relevant page 404'd this pass, unverified",https://www.igzev.de,,2026-08-06,low,"Großbeeren site, ~20 km."
Berlin,Zuse Institute Berlin (ZIB),other_nonprofit,many,"Dedicated division Mathematical Algorithmic Intelligence (head: Prof. Sebastian Pokutta, a leading optimization/ML researcher) containing departments AI in Society Science and Technology (Pokutta) and Applied Optimization (Borndörfer, Koch); plus Visual and Data-Centric Computing (Conrad, data science) and Mathematics of Complex Systems (Schütte, ML applied to molecular dynamics/dynamical systems)",https://www.zib.de,https://www.zib.de/institute,2026-08-06,medium-high,"Confirmed via direct site fetch that ZIB is a Land Berlin state research institute, NOT a Leibniz Association member despite the common assumption (its own site makes no Leibniz claim). Very strong AI/optimization/scientific-computing institute regardless of classification; structure and names confirmed live, no full staff roster fetched."
Berlin,Fritz Haber Institute of the Max Planck Society,max_planck,many,"Theory Department (dir. Karsten Reuter) explicitly uses ML; named groups include AI for Experiment Planning and Control (Ducci and Kunkel), ML-Accelerated Sampling for Realistic Catalytic Interfaces (Heenen), Data-Efficient Chemical ML (Margraf), plus several more ML-surrogate computational groups",https://www.fhi.mpg.de,https://www.fhi.mpg.de/th-department/groups,2026-08-06,high,
Berlin,MPI for Molecular Genetics,max_planck,few,"Herwig (computational network biology), Vingron (regulatory genomics), Kretzmer (computational genomics), Reinert (efficient algorithms for omics, Max Planck Fellow) confirmed among roughly 16 total labs",https://www.molgen.mpg.de,https://www.molgen.mpg.de/4927993/01_Research_Labs,2026-08-06,medium-high,"Four confirmed computational PIs; only the computational subset of the full lab roster was checked, may be an undercount."
Berlin,MPI for the History of Science,max_planck,none,"Digital Humanities Team exists but appears to be institute infrastructure/service rather than an independent PI group",https://www.mpiwg-berlin.mpg.de,https://www.mpiwg-berlin.mpg.de/research/digital-humanities,2026-08-06,low-medium,Weakest-evidence call in the Berlin set; worth a second look.
Berlin,MPI for Infection Biology,max_planck,few,"Domenech de Cellès, Infectious Disease Epidemiology, statistical/computational modeling",https://www.mpiib-berlin.mpg.de,,2026-08-06,medium,"Borderline fit. Note the Charpentier group split off in 2018 into the separate Max Planck Unit for the Science of Pathogens (checked separately: wet-lab CRISPR/bioengineering only, no AI relevance)."
Berlin,MPI for Gravitational Physics / Albert Einstein Institute (Potsdam-Golm site),max_planck,few,"Buonanno (waveform modeling, increasingly ML/surrogate-based), Shibata (numerical relativity), Dietrich (multi-messenger, Max Planck Fellow)",https://www.aei.mpg.de,,2026-08-06,medium,"The department most associated with classic ML-for-gravitational-wave-data-analysis (Bruce Allen, Einstein@Home) is at the Hannover site of this institute, excluded from this Berlin sweep. Potsdam-Golm site is ~25-27 km."
Berlin,MPI of Colloids and Interfaces (Potsdam-Golm site),max_planck,few,"Valleriani, Stochastic Processes in Complex and Biological Systems group",https://www.mpikg.mpg.de,,2026-08-06,medium,"Borderline under a statistics/theory criterion. Former Theory and Bio-Systems department (more computational) is now inactive/former. ~25-27 km."
Berlin,MPI of Molecular Plant Physiology (Potsdam-Golm site),max_planck,few,"Institute maintains ML-based bioinformatics tools (SVM phosphosite prediction, coexpression networks) but named PI status unconfirmed, relevant page 404'd this pass",https://www.mpimp-golm.mpg.de,,2026-08-06,low-medium,"~25 km; needs follow-up."
Berlin,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),helmholtz,few,"Confirmed AI and Biomolecular Structures group (Dr. Andrea Thorn, ML-based structure solution for X-ray/cryo-EM data)",https://www.helmholtz-berlin.de,https://www.helmholtz-berlin.de/forschung/oe/ps/ai-and-biomolecular-structures/index_de.html,2026-08-06,medium,Broader institute not exhaustively checked beyond this group; possible undercount.
Berlin,GFZ Helmholtz Centre for Geosciences (Potsdam / Telegrafenberg site),helmholtz,few,"Seismology section has deep-learning-based seismic phase picking (Dr. Jannes Münchmeyer, 2023 Helmholtz Doctoral Award); Remote Sensing/Geoinformatics section does Big Data Analytics for Earth observation",https://www.gfz.de/en,https://www.gfz.de/en/section/seismology/overview,2026-08-06,medium,"Only 2 of roughly 11 sections were surveyed, likely an undercount. ~24-26 km, near the distance edge."
Berlin,Max Delbrück Center for Molecular Medicine (MDC),helmholtz,many,"Dedicated Data Science and AI program with named computational labs: Kainmüller (biomedical image analysis/deep learning), Ohler (computational regulatory genomics), Akalin (bioinformatics/omics data science), Schmidt (image data analysis), Meyer (RNA structure bioinformatics), Mittnenzweig (computational developmental biology), Falcke and Wolf (mathematical cell modeling), plus Bunina, Forslund, Junker, Sanders, Sugimoto, Metzger, Kudryashev, Pischon; roughly 15-17 of over 100 total group leaders",https://www.mdc-berlin.de,https://www.mdc-berlin.de/research/discovery/labs-platforms,2026-08-06,high,"Berlin-Buch site. MDC is institutionally linked to BIH (MDC holds a minority strategic-partner stake) but no PI-name overlap was found between the two rosters except Dagmar Kainmüller, who also appears at HPI Potsdam under a similar imaging title; verify whether this is a joint/cross appointment before finalising headcounts across MDC/HPI."
Berlin,Fraunhofer HHI (Heinrich Hertz Institute),fraunhofer,many,"Dedicated Artificial Intelligence department (head: Prof. Wojciech Samek) with three named groups: Explainable AI (Samek and Dr. Sebastian Lapuschkin), Applied Machine Learning (Dr. Jackie Ma), Efficient Deep Learning (Karsten Müller); plus Vision and Imaging Technologies department (Prof. Peter Eisert and Dr. Anna Hilsmann, 4 more CV-relevant groups) and a Learned Data Compression group (Prof. Jona Ballé); roughly 10+ independent group-leader/PI-level researchers",https://www.hhi.fraunhofer.de/en.html,https://www.hhi.fraunhofer.de/en/departments/ai/research-groups.html,2026-08-06,high,"AI department is explicitly stated to be part of BIFOLD and the ELLIS Unit Berlin, so several of these PIs likely hold joint appointments already captured under BIFOLD; record the joint affiliation when scraping."
Berlin,Fraunhofer FOKUS (Institute for Open Communication Systems),fraunhofer,few,"AI is a cross-cutting theme (FAME unit does AI-driven media / AI in Learning Environments) rather than a standalone department; no named sub-group leaders found below business-unit director level",https://www.fokus.fraunhofer.de/en,https://www.fokus.fraunhofer.de/en/fame,2026-08-06,medium,
Berlin,Fraunhofer IPK (Institute for Production Systems and Design Technology),fraunhofer,few,"Machine Vision (Oliver Heimann), Process Automation and Robotics (Dr. Kevin Haninger), Intelligent Integration/AI-in-engineering (Pascal Lünnemann)",https://www.ipk.fraunhofer.de/en.html,https://www.ipk.fraunhofer.de/en/about-us/organization/automation-technology.html,2026-08-06,medium-high,Subset of a much larger non-AI manufacturing institute.
Berlin,Fraunhofer IZM (Institute for Reliability and Microintegration),fraunhofer,none,"Hardware/microelectronics/packaging institute; AI appears only as application context in news items, no research group found",https://www.izm.fraunhofer.de/en.html,,2026-08-06,medium,
Berlin,"Berliner Hochschule für Technik (BHT, formerly Beuth Hochschule)",university_of_applied_sciences,many,"Fachbereich VI directory shows Felix Bießmann (ML), Stefan Edlich (software eng./AI), Felix Alexander Gers (LSTM/deep-learning researcher), Alexander Löser (data science/NLP), Hansjörg Mixdorff (speech processing), Sebastian von Klinski, Katrin Wolf (HCI)",https://www.bht-berlin.de,https://www.bht-berlin.de/99,2026-08-06,high,
Berlin,HTW Berlin (Hochschule für Technik und Wirtschaft),university_of_applied_sciences,many,"Christian Herta (ML), Hendrik Gärtner (data science), Alla Petukhina (quantitative data science), Sebastian Knorr and Klaus Jung (visual computing), Helena Mihaljević (computational social science/NLP)",https://www.htw-berlin.de,https://ai.htw-berlin.de/personen/,2026-08-06,high,Faculty fragmented across program microsites; no single unified directory.
Berlin,HWR Berlin (Hochschule für Wirtschaft und Recht),university_of_applied_sciences,few,"Dagmar Monett (AI/ML professor, heads CS division) confirmed; count rises toward many if the broader quantitative faculty in the d-cube institute is included",https://www.hwr-berlin.de,https://www.d-cube.hwr-berlin.de/institut/personen/,2026-08-06,medium,Business/law-focused university of applied sciences.
Berlin,ESMT Berlin (European School of Management and Technology),university,few,"Management Science and Analytics group (Catalina Stefanescu-Cuntze, Huseyin Gurkan, Nazlı Sönmez)",https://esmt.berlin,https://esmt.berlin/faculty-research/faculty-overview,2026-08-06,medium,"Private business school. Mostly applied analytics/OR published in management journals, not core ML venues; marginal fit."
Berlin,Hertie School,university,few,"Simon Munzert (Data Science and Public Policy), Drew Dimmery (ML x causal inference, ex-Meta), Asya Magazinnik (computational social science), Joanna Bryson (AI ethics/governance)",https://www.hertie-school.org,https://hertie-data-science-lab.github.io,2026-08-06,medium,"Private graduate school of governance. Main faculty page returned 403 this pass, used a lab mirror page instead."
Berlin,University of Potsdam,university,many,"Institute of Computer Science: Jakob Runge (AI in the Sciences), Torsten Schaub (Knowledge Representation/Answer Set Programming, major AI-theory figure), Silvia Makowski (ML), Jonathan Pfaff (ML and Data Compression, joint with Fraunhofer HHI), Marina Höhne (explainable AI); plus David Schlangen (computational linguistics/dialogue systems, NLP)",https://www.uni-potsdam.de,https://www.cs.uni-potsdam.de,2026-08-06,high,"~20-27 km depending on campus, Griebnitzsee campus closer."
Berlin,"Hasso Plattner Institute (HPI, Potsdam)",university,many,"Of 34 chairs, at least 13 are AI/ML/data-science: Gerard de Melo (AI and Intelligent Systems/NLP/knowledge graphs), Ralf Herbrich (AI and Sustainability, ex-Amazon/Microsoft), Bernhard Renard (Data Analytics/Computational Statistics), Tilmann Rabl, Vaibhav Bajpai, Matthias Weidlich (data systems), Georg Kaissis and Christoph Lippert (Digital Health ML), Dagmar Kainmueller (Integrative Imaging Data Sciences), Walid Maalej (Software Engineering and AI), Eleni Tzirita Zacharatou (Spatial Analytics)",https://hpi.de,https://hpi.de/en/research/chairs.html,2026-08-06,high,"Privately-funded Digital Engineering Faculty of the University of Potsdam with its own hired chairs, genuinely independent rather than virtual. Largest single AI cluster found in the whole Berlin sweep. Homepage blocks direct fetch (403); directory URL and a University of Potsdam mirror both used. Kainmueller also appears at MDC (Berlin-Buch) under a similar title; verify cross-appointment before double-counting."
Berlin,Universität der Künste Berlin (UdK),university,none,"Design and Computation program and GenKI Lab read as teaching/tooling infrastructure, not an independent AI research group",https://www.udk-berlin.de,,2026-08-06,low-medium,University of the arts.
Berlin,Charité - Universitätsmedizin Berlin,university_hospital,few,"Institute for Medical Informatics (dir. Prof. Felix Balzer, Medical Data Science/CMIO) confirmed as a purely-Charité-badged group",https://www.charite.de/en/,https://medinfo.charite.de/en/,2026-08-06,low-medium,"Likely an undercount: a large share of Charité's other computational/AI researchers (e.g. Prasser, Robinson, Ritter) are formally BIH-badged rather than plain-Charité. Count Balzer-type purely-Charité researchers here and BIH chairs under the BIH row below to avoid double-counting; joint venture of HU Berlin and FU Berlin but a distinct legal entity."
